 TIME                                   ,p_heat                                  ,m_flow                                  ,
  +2.1550000000000000E+03,  +5.9500000000000002E+00,  +7.0000000000000000E+02,
  +2.1560000000000000E+03,  +5.4859999999999998E+00,  +7.0000000000000000E+02,
  +2.1570000000000000E+03,  +4.9950000000000001E+00,  +7.0000000000000000E+02,
  +2.1580000000000000E+03,  +4.2480000000000002E+00,  +7.0000000000000000E+02,
  +2.1590000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1600000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1610000000000000E+03,  +5.3730000000000002E+00,  +7.0000000000000000E+02,
  +2.1620000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1630000000000000E+03,  +5.3109999999999999E+00,  +7.0000000000000000E+02,
  +2.1640000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1650000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1660000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1670000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1680000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1690000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1700000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1710000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1720000000000000E+03,  +1.6853999999999999E+01,  +7.0000000000000000E+02,
  +2.1730000000000000E+03,  +1.2859000000000000E+01,  +7.0000000000000000E+02,
  +2.1740000000000000E+03,  +9.9359999999999999E+00,  +7.0000000000000000E+02,
  +2.1750000000000000E+03,  +8.0060000000000002E+00,  +7.0000000000000000E+02,
  +2.1760000000000000E+03,  +6.8049999999999997E+00,  +7.0000000000000000E+02,
  +2.1770000000000000E+03,  +6.0850000000000000E+00,  +7.0000000000000000E+02,
  +2.1780000000000000E+03,  +5.6470000000000002E+00,  +7.0000000000000000E+02,
  +2.1790000000000000E+03,  +5.3490000000000002E+00,  +7.0000000000000000E+02,
  +2.1800000000000000E+03,  +5.0739999999999998E+00,  +7.0000000000000000E+02,
  +2.1810000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1820000000000000E+03,  +5.7590000000000003E+00,  +7.0000000000000000E+02,
  +2.1830000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1840000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1850000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1860000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1870000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1880000000000000E+03,  +8.6020000000000003E+00,  +7.0000000000000000E+02,
  +2.1890000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1900000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1910000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1920000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1930000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1940000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1950000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1960000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1970000000000000E+03,  +1.7719999999999999E+01,  +7.0000000000000000E+02,
  +2.1980000000000000E+03,  +1.3320000000000000E+01,  +7.0000000000000000E+02,
  +2.1990000000000000E+03,  +1.0093000000000000E+01,  +7.0000000000000000E+02,
  +2.2000000000000000E+03,  +7.9580000000000002E+00,  +7.0000000000000000E+02,
  +2.2010000000000000E+03,  +6.6120000000000001E+00,  +7.0000000000000000E+02,
  +2.2020000000000000E+03,  +5.7789999999999999E+00,  +7.0000000000000000E+02,
  +2.2030000000000000E+03,  +5.2420000000000000E+00,  +7.0000000000000000E+02,
  +2.2040000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2050000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2060000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2070000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2080000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2090000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2100000000000000E+03,  +9.6010000000000009E+00,  +7.0000000000000000E+02,
  +2.2110000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2120000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2130000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2140000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2150000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2160000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2170000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2180000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2190000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2200000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2210000000000000E+03,  +1.8707000000000001E+01,  +7.0000000000000000E+02,
  +2.2220000000000000E+03,  +1.3856999999999999E+01,  +7.0000000000000000E+02,
  +2.2230000000000000E+03,  +1.0273000000000000E+01,  +7.0000000000000000E+02,
  +2.2240000000000000E+03,  +7.8840000000000003E+00,  +7.0000000000000000E+02,
  +2.2250000000000000E+03,  +6.3879999999999999E+00,  +7.0000000000000000E+02,
  +2.2260000000000000E+03,  +5.4779999999999998E+00,  +7.0000000000000000E+02,
  +2.2270000000000000E+03,  +4.8970000000000002E+00,  +7.0000000000000000E+02,
  +2.2280000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2290000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2300000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2310000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2320000000000000E+03,  +7.5679999999999996E+00,  +7.0000000000000000E+02,
  +2.2330000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2340000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2350000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2360000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2370000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2380000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2390000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2400000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2410000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2420000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2430000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2440000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2450000000000000E+03,  +1.7366000000000000E+01,  +7.0000000000000000E+02,
  +2.2460000000000000E+03,  +1.2807000000000000E+01,  +7.0000000000000000E+02,
  +2.2470000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2480000000000000E+03,  +1.0398999999999999E+01,  +7.0000000000000000E+02,
  +2.2490000000000000E+03,  +8.0399999999999991E+00,  +7.0000000000000000E+02,
  +2.2500000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2510000000000000E+03,  +7.6420000000000003E+00,  +7.0000000000000000E+02,
  +2.2520000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2530000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2540000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2550000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2560000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2570000000000000E+03,  +9.2690000000000001E+00,  +7.0000000000000000E+02,
  +2.2580000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2590000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2600000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2610000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2620000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2630000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2640000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2650000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2660000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2670000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2680000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2690000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2700000000000000E+03,  +1.5930999999999999E+01,  +7.0000000000000000E+02,
  +2.2710000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2720000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2730000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2740000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2750000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2760000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2770000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2780000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2790000000000000E+03,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
